id,econmon,type,tag,diagram,prompt_en,prompt_zh,options_en,options_zh,items_en,items_zh,answer,hint_en,hint_zh,explain_en,explain_zh
equilibee-S5,equilibee,tf,scen,,"(Fictional) A fictional stall owner at the computer centre says: the market is in equilibrium, so every student who wants a game cartridge must be able to get one. The owner is right.",（虛構）電腦中心一個虛構檔主話：個市場喺 equilibrium，所以每個想要遊戲帶嘅學生一定買得到。檔主講得啱。,,,,,F,Does equilibrium help a student who wants the cartridge but will not pay Pe?,如果學生想要但唔肯俾 Pe，equilibrium 幫唔幫到佢？,"Equilibrium means everyone willing and able to pay Pe gets the quantity planned; those unwilling or unable to pay Pe do not, and the good remains scarce.",Equilibrium 即係每個願意而且有能力俾 Pe 嘅人都買到計劃嘅數量；唔肯或者冇能力俾 Pe 嘅人就買唔到，件貨依然稀缺。
surplusquid-01,surplusquid,tf,,,"When the market price is below the equilibrium price, there is excess demand (a shortage).",當 market price 低過 equilibrium price，就會出現 excess demand（shortage）。,,,,,T,"Below Pe, do buyers want more or less than sellers offer?",喺 Pe 以下，買家想要嘅多過定少過賣家供應嘅？,"Below Pe, Qd > Qs; the gap Qd − Qs is the excess demand, also called a shortage.",喺 Pe 以下 Qd > Qs；Qd − Qs 嘅差距就係 excess demand，又叫 shortage。
surplusquid-02,surplusquid,tf,,,"When there is excess supply, the quantity actually traded equals the quantity supplied.",有 excess supply 嘅時候，實際成交量等於 quantity supplied。,,,,,F,Can sellers sell more than buyers are willing to buy?,賣家可唔可以賣多過買家願意買嘅數量？,"A trade needs both a buyer and a seller, so Qt is the SMALLER of Qd and Qs. With excess supply Qs > Qd, so Qt = Qd.",一單交易要有買家同賣家，所以 Qt 係 Qd 同 Qs 之中較細嗰個。Excess supply 時 Qs > Qd，所以 Qt = Qd。
surplusquid-03,surplusquid,tf,,,A shortage of a good means the same thing as the good being scarce.,一件貨出現 shortage，同件貨係稀缺係同一樣嘢。,,,,,F,Is scarcity present even at the equilibrium price?,喺 equilibrium price，稀缺仲存唔存在？,Scarcity always exists because resources are limited relative to wants; a shortage exists only when the price is below Pe so that Qd > Qs.,Scarcity 永遠存在，因為資源相對欲望係有限；shortage 只係喺價錢低過 Pe、Qd > Qs 嘅時候先出現。
surplusquid-04,surplusquid,mc,,,At $4 buyers want 60 bags of fish food and sellers offer 20. What is the excess demand and the quantity actually traded?,$4 嘅時候買家要 60 包魚糧，賣家供應 20 包。Excess demand 同實際成交量係幾多？,"excess demand 40, quantity traded 20|excess demand 40, quantity traded 60|excess demand 80, quantity traded 20|excess supply 40, quantity traded 60",excess demand 40，成交量 20|excess demand 40，成交量 60|excess demand 80，成交量 20|excess supply 40，成交量 60,,,A,"Which is smaller, Qd or Qs? Can buyers buy more than sellers offer?",Qd 同 Qs 邊個細啲？買家可唔可以買多過賣家供應？,"Excess demand = Qd − Qs = 60 − 20 = 40. Only 20 bags are offered, so Qt = Qs = 20, the smaller side.",Excess demand = Qd − Qs = 60 − 20 = 40。只有 20 包供應，所以 Qt = Qs = 20，即較細嗰邊。
surplusquid-05,surplusquid,mc,,,At $10 buyers want 30 potted plants and sellers offer 50. Which is correct?,$10 嘅時候買家要 30 盆盆栽，賣家供應 50 盆。以下邊個啱？,there is a shortage of 20 and 50 are traded|there is a surplus of 20 and 50 are traded|there is a surplus of 20 and 30 are traded|there is a surplus of 80 and 30 are traded,有 20 盆 shortage，成交 50 盆|有 20 盆 surplus，成交 50 盆|有 20 盆 surplus，成交 30 盆|有 80 盆 surplus，成交 30 盆,,,C,"Which side is larger, and which side limits the trade?",邊邊大啲？又係邊邊限制咗成交量？,"Qs > Qd, so excess supply = 50 − 30 = 20. Buyers take only 30, so Qt = Qd = 30.",Qs > Qd，所以 excess supply = 50 − 30 = 20。買家只要 30 盆，所以 Qt = Qd = 30。
surplusquid-06,surplusquid,mc,,,"When there is excess supply in a free market, the price tends to:",喺自由市場出現 excess supply 嘅時候，價錢傾向：,"rise, because sellers want to earn more|fall, because sellers with unsold stock cut prices|stay the same, because the price is set by sellers|rise, because buyers compete for the goods",上升，因為賣家想賺多啲|下跌，因為有貨賣剩嘅賣家會減價|不變，因為價錢由賣家決定|上升，因為買家爭住買,,,B,What will a seller with unsold goods do to attract buyers?,有貨賣剩嘅賣家會點樣吸引買家？,"With Qs > Qd, sellers compete to get rid of unsold stock by lowering the price, until Qd = Qs at Pe.",Qs > Qd 時，賣家為咗清走賣剩嘅貨會互相減價，直至喺 Pe 達到 Qd = Qs。
surplusquid-07,surplusquid,mc,,,"When the price is below the equilibrium price, the quantity actually traded is:",當價錢低過 equilibrium price，實際成交量係：,the quantity demanded|the quantity supplied|the sum of quantity demanded and quantity supplied|the equilibrium quantity,quantity demanded|quantity supplied|quantity demanded 同 quantity supplied 之和|equilibrium quantity,,,B,"Below Pe, which side is smaller?",喺 Pe 以下，邊邊細啲？,"Below Pe, Qs < Qd, and buyers cannot buy what sellers do not offer, so Qt = Qs, the smaller quantity.",喺 Pe 以下 Qs < Qd，賣家冇拎出嚟賣嘅買家買唔到，所以 Qt = Qs，即較細嘅數量。
surplusquid-08,surplusquid,fill,,,"When P is above Pe, Qs is greater than Qd, so there is ____ and the price tends to ____.",當 P 高過 Pe，Qs 大過 Qd，所以出現 ①，價錢傾向 ②。,excess supply|excess demand|fall|rise,excess supply|excess demand|下跌|上升,,,excess supply|fall,"With unsold stock piling up, what do sellers do?",賣剩嘅貨愈積愈多，賣家會點做？,"Above Pe, Qs > Qd gives excess supply (a surplus); sellers cut prices, so the price tends to fall towards Pe.",Pe 以上 Qs > Qd，出現 excess supply（surplus）；賣家減價，所以價錢傾向跌向 Pe。
surplusquid-09,surplusquid,fill,,,"With excess demand, the quantity traded equals the quantity ____, because the quantity traded is always the ____ of Qd and Qs.",有 excess demand 嘅時候，成交量等於 quantity ①，因為成交量永遠係 Qd 同 Qs 之中 ② 嗰個。,supplied|demanded|smaller|larger,supplied|demanded|較細|較大,,,supplied|smaller,Can more be bought than is offered for sale?,買得到嘅數量可唔可以多過拎出嚟賣嘅？,"A trade needs both sides, so Qt = min(Qd, Qs). With excess demand Qs is smaller, so Qt = Qs.",一單交易要兩邊都肯，所以 Qt 係 Qd 同 Qs 之中較細嗰個。Excess demand 時 Qs 較細，所以 Qt = Qs。
surplusquid-10,surplusquid,sort,,,Sort each situation by whether it shows excess demand or excess supply:,將以下情況按係 excess demand 定係 excess supply 分類：,excess demand (shortage)|excess supply (surplus),excess demand（shortage）|excess supply（surplus）,the price is set below Pe|sellers are left with unsold stock|long queues form and some buyers go home empty-handed|the price is above Pe|Qd is greater than Qs|sellers cut prices to clear stock,價錢定喺 Pe 以下|賣家有貨賣剩|排長龍，有啲買家空手而回|價錢高過 Pe|Qd 大過 Qs|賣家減價清貨,1|2|1|2|1|2,"Is the price below or above Pe, and which side is left unsatisfied?",價錢係低過定高過 Pe？邊一方嘅計劃實現唔到？,"Below Pe, Qd > Qs gives a shortage (queues, unsatisfied buyers); above Pe, Qs > Qd gives a surplus (unsold stock, price cuts).",Pe 以下 Qd > Qs 係 shortage（排隊、買唔到嘅買家）；Pe 以上 Qs > Qd 係 surplus（貨賣剩、減價）。
surplusquid-11,surplusquid,sort,,,Sort each statement by whether it describes scarcity or a shortage:,將以下句子按描述 scarcity 定係 shortage 分類：,scarcity|shortage,scarcity|shortage,"exists for every good with a positive price, even at equilibrium|happens only when the price is below Pe|resources are limited relative to human wants|quantity demanded exceeds quantity supplied at the current price|disappears when the price rises to Pe",每件有正數價錢嘅貨都存在，喺 equilibrium 都係|只係價錢低過 Pe 先出現|資源相對人類欲望有限|喺現價 quantity demanded 大過 quantity supplied|價錢升到 Pe 就消失,1|2|1|2|2,"Which one can a price rise remove, and which one never goes away?",邊一樣可以靠加價消除？邊一樣永遠唔會消失？,Scarcity is permanent because wants exceed limited resources; a shortage is a market situation below Pe and disappears once the price rises to Pe.,Scarcity 係永久嘅，因為欲望多過有限資源；shortage 係價錢低過 Pe 嘅市場狀況，價錢升到 Pe 就消失。
surplusquid-12,surplusquid,order,,,Put in order how a market with a price below Pe moves back to equilibrium:,排出價錢低過 Pe 嘅市場點樣返回 equilibrium：,,,"the price is below Pe|Qd exceeds Qs, so there is excess demand|buyers compete for the limited goods and bid the price up|Qd falls and Qs rises as the price rises|Qd = Qs at Pe and the shortage disappears",價錢低過 Pe|Qd 大過 Qs，出現 excess demand|買家爭住買有限嘅貨，將價錢推高|價錢上升，Qd 減少、Qs 增加|喺 Pe Qd = Qs，shortage 消失,,What happens first when buyers cannot get all they want?,買家買唔夠嘅時候，最先會發生咩事？,"A price below Pe causes excess demand; competition among buyers pushes up the price, which lowers Qd and raises Qs along the curves until Qd = Qs.",價錢低過 Pe 造成 excess demand；買家競爭推高價錢，沿住兩條 curve 令 Qd 減少、Qs 增加，直至 Qd = Qs。
surplusquid-S1,surplusquid,mc,scen,,"(Fictional) At a fictional sneaker street, a new style of sneaker sells at $300: buyers want 80 pairs a week but shops offer only 50 pairs. The equilibrium price is $400. How many pairs are actually sold each week at $300?",（虛構）喺虛構波鞋街，一款新波鞋賣 $300：買家每星期要 80 對，但鋪頭只供應 50 對。Equilibrium price 係 $400。$300 嘅時候每星期實際賣出幾多對？,80 pairs|30 pairs|130 pairs|50 pairs,80 對|30 對|130 對|50 對,,,D,Can buyers buy pairs that the shops do not offer?,買家買唔買得到鋪頭冇拎出嚟賣嘅鞋？,"At $300 there is excess demand of 80 − 50 = 30 pairs; Qt is the smaller side, Qs = 50 pairs.",$300 有 80 − 50 = 30 對 excess demand；Qt 係較細嗰邊，即 Qs = 50 對。
surplusquid-S2,surplusquid,fill,scen,,"(Fictional) At a fictional flower market before a festival, the price of a peach blossom branch is $500. Buyers want 40 branches and stalls offer 100. There is excess ____ of 60 branches, and ____ branches are actually traded.",（虛構）喺虛構花墟過節前，一枝桃花賣 $500。買家要 40 枝，花檔供應 100 枝。出現 60 枝嘅 excess ①，實際成交 ② 枝。,supply|demand|40|100,supply|demand|40|100,,,supply|40,"Which side is larger here, and which side limits the trade?",呢度邊邊大啲？邊邊限制咗成交量？,"Qs − Qd = 100 − 40 = 60 is excess supply; buyers take only 40, so Qt = Qd = 40.",Qs − Qd = 100 − 40 = 60 係 excess supply；買家只要 40 枝，所以 Qt = Qd = 40。
surplusquid-S3,surplusquid,mc,scen,,"(Fictional) A fictional wet market stall sells crabs. At $60 each, buyers want 30 and the stall offers 50. What will tend to happen?",（虛構）旺角街市一檔虛構蟹檔。每隻 $60 嘅時候，買家要 30 隻，檔口供應 50 隻。會傾向發生咩事？,the price tends to fall because there is excess supply of 20|the price tends to rise because there is excess demand of 20|the price stays at $60 because 50 crabs are sold|the price tends to rise because crabs are scarce,價錢傾向下跌，因為有 20 隻 excess supply|價錢傾向上升，因為有 20 隻 excess demand|價錢維持 $60，因為賣咗 50 隻蟹|價錢傾向上升，因為蟹係稀缺嘅,,,A,Is the stall left with unsold crabs? What would the owner do?,個檔有冇蟹賣剩？檔主會點做？,"Qs > Qd, so excess supply = 50 − 30 = 20; only 30 are sold (Qt = Qd), and the seller cuts the price towards Pe.",Qs > Qd，所以 excess supply = 50 − 30 = 20；只賣到 30 隻（Qt = Qd），檔主會減價向 Pe 靠攏。
surplusquid-S4,surplusquid,sort,scen,,"(Fictional) A fictional schedule for goldfish: at $3 buyers want 90 and sellers offer 30; at $5, 60 and 60; at $7, 40 and 80. Sort each figure:",（虛構）虛構金魚表：$3 嘅時候買家要 90、賣家供應 30；$5 就係 60 同 60；$7 就係 40 同 80。將每個數字分類：,quantity traded at $3|quantity traded at $7|not a quantity traded at either price,$3 嘅成交量|$7 嘅成交量|兩個價錢都唔係成交量,30|40|90|80|60,30|40|90|80|60,1|2|3|3|3,"At each price, pick the smaller of Qd and Qs.",每個價錢都揀 Qd 同 Qs 之中細嗰個？,"At $3, Qt = min(90, 30) = 30; at $7, Qt = min(40, 80) = 40. 90 and 80 are the larger sides that cannot be traded, and 60 is the equilibrium quantity at $5.",$3：Qt 係 90 同 30 之中細嗰個，即 30；$7：Qt 係 40 同 80 之中細嗰個，即 40。90 同 80 係成交唔到嘅較大一邊，60 係 $5 嘅 equilibrium quantity。
